Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,EmailAddress,Username,TelephoneNumber,Birthday,NationalID,BloodType
2389,female,Rakel,Á,Þorvarðardóttir,Þorsteinsgata 63,Rakelorvarardottir@teleworm.us,Camagirse,449 1635,6/13/1932,,A+
2390,male,Snæbjörn,U,Vilbergsson,Heiðargerði 78,SnaebjornVilbergsson@einrot.com,Beraing70,456 9850,4/19/1970,,O+
2391,female,Aldís,A,Valberg,Smiðjustígur 47,AldisValberg@armyspy.com,Hosteaven,430 5772,4/11/1986,,B+
2392,male,Sigurfinnur,K,Ingvason,Hafnarstraeti 50,SigurfinnurIngvason@fleckens.hu,Loter1971,484 0375,8/30/1971,,B+
2393,female,Auður,S,Valtýsdóttir,Hlíðarenda 42,AuurValtysdottir@cuvox.de,Nothas,425 1908,5/31/1935,,O+
2394,male,Þórðr,H,Níelsson,Snorragata 27,orrNielsson@superrito.com,Armaill94,488 0925,7/8/1994,,B+
2395,male,Þorkell,M,Guðleifsson,Hrútafjörður 6,orkellGuleifsson@cuvox.de,Kinet1931,432 5598,12/20/1931,,B-
2396,male,Arnsteinn,M,Fróðason,Suðurbraut 13,ArnsteinnFroason@teleworm.us,Empind1931,486 3558,12/23/1931,,B+
2397,male,Ívar,E,Guðfinnsson,Kveldúlfsgata 11,IvarGufinnsson@jourrapide.com,Cluend,415 3226,2/28/1984,,A+
2398,male,Áki,E,Guðlaugsson,Fífubarð 91,AkiGulaugsson@superrito.com,Woultries,466 9966,4/23/1950,,A+
2399,male,Daníel,A,Ólason,Hverafold 99,DanielOlason@einrot.com,Lantoo,457 9309,2/14/1977,,AB+
2400,female,Eyþóra,V,Guðgeirsdóttir,Eyrarlandsvegur 51,EyoraGugeirsdottir@jourrapide.com,Giread1976,410 7060,5/27/1976,,B+
2401,female,Geirþrúður,G,Guðjónsdóttir,Aðalgata 43,GeirruurGujonsdottir@jourrapide.com,Therroys,473 7484,6/5/1949,,O+
2402,female,Málfríður,S,Sigtryggsdóttir,Fagurhólsmýri 42,MalfriurSigtryggsdottir@fleckens.hu,Sais1981,444 4374,2/12/1981,,B+
2403,male,Bragi,H,Friðbertsson,Sorlaskeid 65,BragiFribertsson@dayrep.com,Lifehout,423 8149,4/1/1932,,O+
2404,female,Rósey,F,Karlsdóttir,Borgartuni 23,RoseyKarlsdottir@gustr.com,Saing1984,460 4279,9/18/1984,,O+
2405,female,Gréta,H,Þorsteinsdóttir,Thverholt 22,Gretaorsteinsdottir@dayrep.com,Senjoyergoo,444 7164,9/30/1935,,O+
2406,female,Marín,A,Bergsdóttir,Austurgata 41,MarinBergsdottir@cuvox.de,Hadvand,418 7137,4/27/1974,,O+
2407,female,Dögg,B,Mínervudóttir,Suðurgata 95,DoggMinervudottir@jourrapide.com,Shesho,450 6409,8/16/1930,,A+
2408,male,Þorbjörn,Á,Valdimarsson,Thingholtsstraeti 47,orbjornValdimarsson@cuvox.de,Loultatink36,432 0266,5/25/1936,,O+
2409,male,Ingimundur,S,Skarphéðinsson,Drangahrauni 40,IngimundurSkarpheinsson@fleckens.hu,Stairdle,440 2671,9/15/1956,,A+
2410,male,Tómas,B,Rútsson,Hvítárbakka 85,TomasRutsson@rhyta.com,Tinfee,479 3134,7/30/1986,,O+
2411,male,Böðvar,B,Bryndísarson,Bjarg Dalbraut 51,BovarBryndisarson@gustr.com,Bried1948,438 8439,12/29/1948,,O+
2412,female,Steingerður,G,Indriðadóttir,Sigtuni 94,SteingerurIndriadottir@gustr.com,Haray1991,413 3834,11/9/1991,,O+
2413,male,Ólafur,L,Hinriksson,Snorragata 18,OlafurHinriksson@fleckens.hu,Themphes,466 0416,7/4/1934,,A+
2414,female,Gunnhildur,G,Þorsteinsdóttir,Borgartuni 45,Gunnhildurorsteinsdottir@einrot.com,Follut,412 1058,5/6/1990,,O+
2415,female,Hlíf,V,Bernódusdóttir,Hverafold 74,HlifBernodusdottir@gustr.com,Migho1958,460 1271,12/25/1958,,O+
2416,male,Tryggvi,E,Runólfsson,Hlíðarenda 75,TryggviRunolfsson@teleworm.us,Frus1971,436 4247,8/28/1971,,O+
2417,male,Ragnar,J,Vilhelmsson,Akurbraut 62,RagnarVilhelmsson@einrot.com,Upast1945,419 4192,4/27/1945,,B+
2418,male,Þorvaldur,H,Ævarsson,Vogaland 17,orvaldurAEvarsson@einrot.com,Firep1976,471 5843,1/26/1976,,B+
2419,male,Agnar,B,Magnússon,Akurbraut 10,AgnarMagnusson@armyspy.com,Quather83,479 1477,3/4/1983,,O+
2420,male,Guttormur,E,Sverrisson,Hlíðarenda 43,GuttormurSverrisson@einrot.com,Theighty,450 2419,7/1/1978,,O+
2421,female,Rannveig,I,Albertsdóttir,Höfðastígur 22,RannveigAlbertsdottir@superrito.com,Catry1950,463 1239,10/27/1950,,A+
2422,male,Friðrik,S,Sigmundsson,Norðurbrún 29,FririkSigmundsson@jourrapide.com,Sagoint,454 5022,2/8/1993,,O+
2423,male,Steinar,I,Svanlaugsson,Skolavordustig 63,SteinarSvanlaugsson@fleckens.hu,Twoultaidne,467 7868,5/14/1990,,A-
2424,male,Ingólfur,Þ,Eysteinsson,Höfðagata 92,IngolfurEysteinsson@einrot.com,Hativered59,448 4842,10/4/1959,,O+
2425,male,Heimir,S,Emilsson,Aðalgata 72,HeimirEmilsson@gustr.com,Briarep,434 9120,8/28/1946,,O+
2426,female,Einara,H,Jónasdóttir,Eyrarlandsvegur 17,EinaraJonasdottir@armyspy.com,Muchich,435 3117,11/8/1994,,O+
2427,female,Lísa,E,Guðjónsdóttir,Gránugata 97,LisaGujonsdottir@jourrapide.com,Haterrovat66,435 1530,12/3/1966,,O+
2428,male,Unnþór,K,Hallgrímsson,Brekkustíg 62,UnnorHallgrimsson@gustr.com,Froppres,449 7306,10/1/1940,,O+
2429,male,Ástþór,V,Erlendsson,Sævar 56,AstorErlendsson@armyspy.com,Scir1992,428 9405,8/18/1992,,O+
2430,female,Eik,P,Magnúsdóttir,Fjölnisgata 79,EikMagnusdottir@cuvox.de,Histiogge,426 1200,9/4/1937,,B+
2431,female,Álfhildur,Þ,Baldvinsdóttir,Eyrarlandsvegur 74,AlfhildurBaldvinsdottir@superrito.com,Yetion,451 7596,9/21/1994,,B+
2432,female,Tinna,S,Hauksdóttir,Kringlan 51,TinnaHauksdottir@gustr.com,Thiment,463 6367,7/16/1954,,O+
2433,female,Signý,H,Þorgrímsdóttir,Midvangur 23,Signyorgrimsdottir@teleworm.us,Vocassithand,454 6675,7/22/1971,,O+
2434,male,Gils,M,Ársælsson,Thingvallastraeti 43,GilsArsaelsson@teleworm.us,Whitted,470 5698,10/25/1931,,B+
2435,female,Eva,E,Alfreðsdóttir,Ólafsbraut 35,EvaAlfresdottir@einrot.com,Vole1983,437 3844,11/30/1983,,A+
2436,male,Svavar,R,Ívarsson,Geislagata 89,SvavarIvarsson@jourrapide.com,Shastaidow,459 7170,11/24/1989,,B+
2437,male,Matti,F,Hárlaugsson,Bjarg Dalbraut 40,MattiHarlaugsson@teleworm.us,Neracked,475 5273,10/9/1975,,AB-
2438,female,Svanborg,E,Þórólfsdóttir,Hverfisgata 58,Svanborgorolfsdottir@einrot.com,Theirt,413 9524,8/28/1944,,B+
2439,female,Íris,S,Friðleifsdóttir,Geislagata 35,IrisFrileifsdottir@teleworm.us,Absetiley,462 4423,4/24/1970,,O+
2440,female,Þrúður,F,Sverrisdóttir,Hlíðarenda 18,ruurSverrisdottir@einrot.com,Lethent,469 1745,7/24/1975,,A-
2441,male,Ásgeir,R,Hreinsson,Kringlan 2,AsgeirHreinsson@cuvox.de,Flar1934,454 2786,1/9/1934,,O+
2442,female,Alda,S,Valdimarsdóttir,Dalbraut 48,AldaValdimarsdottir@armyspy.com,Thimoned,476 8116,1/3/1962,,O+
2443,male,Magnús,M,Martinsson,Birkimelur 7,MagnusMartinsson@rhyta.com,Diesims,440 6617,7/15/1960,,AB+
2444,female,Jakobína,Þ,Árnadóttir,Austurstraeti 90,JakobinaArnadottir@jourrapide.com,Sonst1945,482 6534,12/17/1945,,O-
2445,female,Dagmar,U,Kristjánsdóttir,Smáratún 12,DagmarKristjansdottir@jourrapide.com,Forges,425 7455,10/19/1929,,A+
2446,male,Sigfús,G,Hallsteinsson,Thingvallastraeti 56,SigfusHallsteinsson@superrito.com,Nows1947,435 0825,9/6/1947,,A+
2447,female,Katla,T,Eyjólfsdóttir,Hamarstígur 80,KatlaEyjolfsdottir@armyspy.com,Whins1945,412 4379,8/5/1945,,O+
2448,female,Salóme,M,Ellertsdóttir,Merkigerði 55,SalomeEllertsdottir@teleworm.us,Thorry,435 8519,3/17/1952,,A+
2449,female,Magðalena,H,Finnbogadóttir,Gránugata 87,MagalenaFinnbogadottir@rhyta.com,Vittlentoond,413 3719,8/6/1941,,A+
2450,male,Fjalar,F,Frímannsson,Smáratún 99,FjalarFrimannsson@jourrapide.com,Gromer,465 4270,7/16/1944,,AB+
2451,female,Konny,S,Angantýsdóttir,Lindargata 30,KonnyAngantysdottir@dayrep.com,Drue1961,421 0115,11/10/1961,,O+
2452,female,Barbara,M,Ingólfsdóttir,Holmatun 29,BarbaraIngolfsdottir@gustr.com,Pretage,449 9302,10/5/1941,,O+
2453,male,Bergmundur,V,Hreggviðsson,Smáratún 71,BergmundurHreggvisson@dayrep.com,Tage1950,414 5768,8/11/1950,,B+
2454,male,Sigurþór,V,Antonsson,Kirkjubraut 50,SigurorAntonsson@jourrapide.com,Burs1931,431 0920,7/26/1931,,O+
2455,male,Engilbert,A,Agnarsson,Sævar 99,EngilbertAgnarsson@dayrep.com,Arro1955,425 1653,7/19/1955,,O+
2456,male,Hans,V,Oddgeirsson,Þórunnarstræti 18,HansOddgeirsson@fleckens.hu,Nark1958,455 8658,1/9/1958,,A+
2457,female,Elína,A,Úlfarsdóttir,Keflavíkurgata 12,ElinaUlfarsdottir@rhyta.com,Frompont,489 0869,8/26/1994,,A+
2458,female,Viktoría,D,Baldursdóttir,Borgarholtsbraut 10,ViktoriaBaldursdottir@fleckens.hu,Drationotled,450 4073,5/11/1938,,O+
2459,female,Guðbjörg,B,Sigtryggsdóttir,Sundabakki 65,GubjorgSigtryggsdottir@teleworm.us,Usseent,479 0447,9/16/1993,,A+
2460,female,Salvör,S,Eggertsdóttir,Hofsbót 15,SalvorEggertsdottir@cuvox.de,Bumantall,429 7509,9/24/1990,,O+
2461,male,Geir,F,Helgason,Álfabyggð 33,GeirHelgason@gustr.com,Andetleenew,467 3383,8/27/1955,,A+
2462,male,Hallur,E,Sigurðsson,Sidumula 49,HallurSigursson@superrito.com,Plabled,458 4021,5/4/1988,,A+
2463,male,Þórðr,J,Sigurbjarnason,Hafnargata 26,orrSigurbjarnason@einrot.com,Morningard,478 9786,4/26/1931,,O+
2464,female,Jóna,E,Óðinsdóttir,Hagatorg 50,JonaOinsdottir@dayrep.com,Tionampicest,454 5412,5/24/1941,,AB+
2465,female,Eðvaldína,O,Hrafnsdóttir,Fagradalsbraut 37,EvaldinaHrafnsdottir@gustr.com,Vuld1983,471 5015,1/5/1983,,B+
2466,female,Ástríður,S,Angantýsdóttir,Sidumula 91,AstriurAngantysdottir@teleworm.us,Eacheremeant,478 6703,3/18/1990,,A+
2467,female,Guðfinna,J,Sigvaldadóttir,Thingholtsstraeti 59,GufinnaSigvaldadottir@fleckens.hu,Lamonegre,486 2039,9/25/1929,,B+
2468,female,Hansína,F,Bragadóttir,Þverbraut 66,HansinaBragadottir@superrito.com,Withestable71,467 2579,9/27/1971,,O+
2469,female,Ruth,H,Sverrisdóttir,Guðmundsson 16,RuthSverrisdottir@cuvox.de,Whipar,416 9964,3/14/1932,,AB+
2470,male,Vilbergur,Í,Sigurðsson,Höfðagata 61,VilbergurSigursson@jourrapide.com,Blaint,483 1850,9/22/1929,,O+
2471,female,Þyri,S,Baldvinsdóttir,Sunnubraut 69,yriBaldvinsdottir@armyspy.com,Expeoppicel,424 0158,1/19/1950,,AB+
2472,female,Fanndís,Þ,Baldursdóttir,Sundabakki 99,FanndisBaldursdottir@dayrep.com,Whantem,454 2362,5/19/1937,,B+
2473,male,Hreinn,U,Ingason,Aðalstræti 95,HreinnIngason@teleworm.us,Whictibed,450 6222,4/27/1980,,O+
2474,female,Aðalheiður,V,Sigmundsdóttir,Smiðjustígur 25,AalheiurSigmundsdottir@jourrapide.com,Vister,471 1445,6/14/1934,,O+
2475,male,Adam,M,Þorfinnsson,Vesturgata 61,Adamorfinnsson@fleckens.hu,Hathe1993,413 1959,10/28/1993,,B-
2476,female,Þorbjörg,Æ,Sigurjónsdóttir,Naustavegur 78,orbjorgSigurjonsdottir@teleworm.us,Lifen1963,484 3268,4/10/1963,,O+
2477,male,Númi,K,Níelsson,Holmatun 58,NumiNielsson@jourrapide.com,Bulget,432 5629,12/5/1955,,B+
2478,female,Lydia,M,Reynisdóttir,Kaupangsstræti 39,LydiaReynisdottir@dayrep.com,Priketelle,446 5472,5/5/1989,,O+
2479,female,Herta,Þ,Karlsdóttir,Kveldúlfsgata 91,HertaKarlsdottir@rhyta.com,Ealaings49,444 9386,3/22/1949,,A+
2480,male,Vilbergur,R,Kristófersson,Hrisateigur 20,VilbergurKristofersson@gustr.com,Themy1959,437 6635,8/13/1959,,B+
2481,male,Óli,S,Víkingsson,Austurgata 90,OliVikingsson@jourrapide.com,Stabou,454 2703,1/26/1990,,B+
2482,male,Björgólfur,L,Bárðarson,Suðurbraut 9,BjorgolfurBararson@einrot.com,Sinflowill,439 4591,6/28/1954,,AB+
2483,female,Vaka,G,Matthíasdóttir,Fjölnisgata 83,VakaMatthiasdottir@gustr.com,Toperwithe,477 9774,6/2/1979,,O+
2484,male,Marteinn,S,Hafsteinsson,Skolavordustig 92,MarteinnHafsteinsson@jourrapide.com,Filse1947,455 7876,4/20/1947,,AB+
2485,male,Klængur,Á,Sigurleifsson,Túnbraut 22,KlaengurSigurleifsson@superrito.com,Wonviody,460 1531,12/18/1935,,O+
2486,female,Sólbjört,E,Óðinsdóttir,Bjarkarstígur 79,SolbjortOinsdottir@rhyta.com,Gaisteas,450 9035,7/22/1960,,O+
2487,male,Sighvatur,G,Valsson,Djúpivogur 22,SighvaturValsson@teleworm.us,Behatee,423 1780,1/23/1948,,O+
2488,male,Pétur,G,Arngrímsson,Merkigerði 3,PeturArngrimsson@armyspy.com,Conerse1964,449 9163,5/6/1964,,B+
2489,female,Ella,O,Finnbogadóttir,Þorsteinsgata 68,EllaFinnbogadottir@cuvox.de,Whichisatur,430 2659,7/21/1932,,O+
2490,female,Jensína,S,Vigfúsdóttir,Suðurbraut 72,JensinaVigfusdottir@dayrep.com,Hustiles,473 6693,7/8/1980,,A+
2491,male,Guðni,V,Sæmundsson,Adalstraeti 1,GuniSaemundsson@dayrep.com,Nincen,415 3092,1/25/1964,,B+
2492,female,Gunnlaug,S,Traustadóttir,Lindargata 52,GunnlaugTraustadottir@jourrapide.com,Forefe62,411 6814,7/21/1962,,B+
2493,male,Ægir,I,Þorleifsson,Norðurbraut 44,AEgirorleifsson@rhyta.com,Floore,442 4763,7/25/1962,,B+
2494,male,Sæmundur,M,Grétarsson,Brekkustíg 57,SaemundurGretarsson@superrito.com,Outterculd,472 6028,5/23/1931,,O+
2495,female,Mjöll,I,Pálmadóttir,Hamarstígur 73,MjollPalmadottir@teleworm.us,Andlonimper,413 6004,7/26/1964,,O+
2496,male,Boði,A,Valgarðsson,Norðurbraut 44,BoiValgarsson@fleckens.hu,Spersen,432 9467,10/15/1975,,B+
2497,male,Garðar,E,Hafliðason,Grundargötu 24,GararHafliason@cuvox.de,Govery35,414 3740,2/19/1935,,A+
2498,male,Guðlaugur,S,Hauksson,Þjónustusvæði 90,GulaugurHauksson@dayrep.com,Tholdrect92,488 2740,3/21/1992,,AB+
2499,male,Jónatan,V,Mathiesen,Fagurhólsmýri 59,JonatanMathiesen@armyspy.com,Magards,455 5315,7/29/1928,,AB+
2500,male,Óskar,E,Valtýsson,Midvangur 62,OskarValtysson@gustr.com,Whimmuz1993,465 2903,3/23/1993,,AB+
2501,female,Pálína,B,Þráinsdóttir,Grýtubakki 2,Palinarainsdottir@rhyta.com,Onele1976,480 8927,8/15/1976,,A+
2502,male,Ástráður,H,Guðjónsson,Laugarvegur 16,AstraurGujonsson@gustr.com,Enation,419 5327,3/31/1982,,O+
2503,male,Dagur,E,Kristínarson,Suðurbraut 43,DagurKristinarson@einrot.com,Morinew,458 1663,2/15/1970,,O+
2504,female,Eydís,H,Guðmundsdóttir,Sorlaskeid 57,EydisGumundsdottir@cuvox.de,Roat1950,418 0909,7/12/1950,,O+
2505,female,Heiðbrá,B,Valtýsdóttir,Geislagata 61,HeibraValtysdottir@rhyta.com,Hichad,480 4812,10/30/1987,,O+
2506,male,Logi,H,Tómasson,Grýtubakki 80,LogiTomasson@einrot.com,Worgent,469 0171,8/11/1931,,O+
2507,male,Þórður,A,Arngrímsson,Þrúðvangur 46,orurArngrimsson@cuvox.de,Wrig1949,417 8759,2/28/1949,,O-
2508,male,Halldór,S,Hafsteinsson,Höfðabraut 30,HalldorHafsteinsson@dayrep.com,Pegreare,443 9370,11/6/1954,,A+
2509,female,Hallfríður,Þ,Guðmundsdóttir,Vikurbraut 69,HallfriurGumundsdottir@teleworm.us,Aculd1935,456 7766,5/22/1935,,B+
2510,female,Lovísa,O,Harðardóttir,Fitjabraut 6,LovisaHarardottir@dayrep.com,Whings,416 7905,6/1/1954,,O+
2511,female,Eik,H,Guðsteinsdóttir,Alfaskeid 73,EikGusteinsdottir@gustr.com,Blithated,427 4092,10/8/1983,,O+
2512,female,Elisabet,A,Vilhjálmsdóttir,Hverfisgata 92,ElisabetVilhjalmsdottir@gustr.com,Haideatel1978,438 9035,8/22/1978,,O+
2513,male,Þórður,B,Valgarðsson,Túnbraut 42,orurValgarsson@cuvox.de,Prinell,436 3808,5/4/1979,,O+
2514,female,Dögg,E,Bragadóttir,Höfðabraut 88,DoggBragadottir@armyspy.com,Ponforsittle,439 0732,4/1/1956,,O+
2515,male,Anton,O,Arnaldsson,Naustavegur 90,AntonArnaldsson@jourrapide.com,Accultoo50,489 1659,3/25/1950,,B+
2516,male,Runólfur,Ó,Ingvarsson,Birkimelur 32,RunolfurIngvarsson@teleworm.us,Threecul,448 2906,8/7/1969,,O+
2517,female,Laufey,B,Ingveldardóttir,Norðurbraut 38,LaufeyIngveldardottir@gustr.com,Brot1963,422 2030,10/13/1963,,O+
2518,female,Elínbjörg,Ö,Hauksdóttir,Þingvallastræti 61,ElinbjorgHauksdottir@teleworm.us,Yousbariegs,420 2919,12/13/1954,,B+
2519,female,Kristbjörg,A,Bergsdóttir,Skolavordustig 90,KristbjorgBergsdottir@armyspy.com,Ronce1948,470 5113,12/28/1948,,B+
2520,male,Danival,A,Gylfason,Gardatorg 44,DanivalGylfason@jourrapide.com,Hamme1967,479 1469,8/19/1967,,AB-
2521,female,Arnþrúður,F,Björgvinsdóttir,Thverholt 91,ArnruurBjorgvinsdottir@dayrep.com,Yeterfer,468 6124,8/6/1950,,B+
2522,male,Karl,T,Auðunsson,Naustavegur 41,KarlAuunsson@dayrep.com,Whomed,420 2439,2/19/1973,,O+
2523,male,Emil,M,Hákonarson,Hafnarbraut 15,EmilHakonarson@cuvox.de,Selithe,470 5388,4/21/1975,,O+
2524,male,Birkir,H,Búason,Kringlan 98,BirkirBuason@teleworm.us,Fricasecland74,433 4184,4/5/1974,,O+
2525,female,Móeiður,K,Úlfarsdóttir,Golfskálinn 58,MoeiurUlfarsdottir@fleckens.hu,Handeall,455 5824,11/10/1941,,AB+
2526,male,Þorvaldur,Ó,Hafþórsson,Borgarbraut 3,orvaldurHaforsson@gustr.com,Arithe,426 1357,6/15/1980,,O+
2527,female,Díana,Þ,Eiríksdóttir,Fjolnisgata 92,DianaEiriksdottir@gustr.com,Othered,478 1834,5/13/1938,,B+
2528,male,Búi,M,Guðmundsson,Norðurbraut 54,BuiGumundsson@armyspy.com,Eyeanned1959,459 2955,2/25/1959,,O+
2529,male,Aðalbjörn,S,Hreggviðsson,Midvangur 81,AalbjornHreggvisson@teleworm.us,Therning73,445 9774,1/9/1973,,O+
2530,female,Heiðrún,S,Angantýsdóttir,Kveldúlfsgata 90,HeirunAngantysdottir@armyspy.com,Tentsman,431 5232,7/20/1959,,A+
2531,male,Hafsteinn,B,Hallbjörnsson,Álfabyggð 81,HafsteinnHallbjornsson@teleworm.us,Pervilither,445 5071,8/12/1929,,O+
2532,male,Svavar,Á,Ásgeirsson,Brekkugata 5,SvavarAsgeirsson@fleckens.hu,Hipild,478 3412,7/27/1954,,O+
2533,female,Sóley,H,Erlendsdóttir,Birkimelur 14,SoleyErlendsdottir@rhyta.com,Bescarrelus69,466 1846,3/8/1969,,O+
2534,female,Gréta,E,Sigvaldadóttir,Sundlaugavegur 92,GretaSigvaldadottir@fleckens.hu,Wortiouti,469 0025,1/2/1969,,A+
2535,female,Steinlaug,U,Aðalbjörnsdóttir,Tryggvabraut 8,SteinlaugAalbjornsdottir@einrot.com,Esethe1980,488 4179,8/24/1980,,A-
2536,male,Þröstur,M,Hafsteinsson,Gardabraut 78,rosturHafsteinsson@cuvox.de,Youten,414 0576,5/9/1954,,O+
2537,male,Hans,G,Grétarsson,Norðurbrún 24,HansGretarsson@teleworm.us,Fithate,479 9957,8/20/1982,,O+
2538,male,Daníel,Í,Márusson,Hraunás 33,DanielMarusson@einrot.com,Hapen1947,433 3827,11/28/1947,,O+
2539,female,Hallgerður,P,Þórólfsdóttir,Austurgata 12,Hallgerurorolfsdottir@cuvox.de,Offirtansay,428 4692,4/29/1985,,A+
2540,female,Aðalheiður,Þ,Böðvarsdóttir,Skíðabraut 10,AalheiurBovarsdottir@rhyta.com,Roughboody,453 4544,1/6/1963,,A+
2541,male,Oddbjörn,V,Sigurgeirsson,Gerðuberg 78,OddbjornSigurgeirsson@superrito.com,Warried,464 4480,3/25/1940,,B+
2542,female,Magðalena,Ö,Valbergsdóttir,Aðalstræti 92,MagalenaValbergsdottir@rhyta.com,Froby1981,482 5533,6/6/1981,,B+
2543,female,Birgitta,V,Agnarsdóttir,Keflavíkurgata 60,BirgittaAgnarsdottir@teleworm.us,Cogne1987,459 0044,12/10/1987,,O+
2544,male,Vernharður,O,Írisarson,Gardatorg 34,VernharurIrisarson@gustr.com,Warchat,427 6963,3/7/1989,,A+
2545,male,Arnar,A,Geirsson,Djúpivogur 20,ArnarGeirsson@jourrapide.com,Pronful,447 0401,10/21/1978,,O+
2546,female,Ólína,S,Birgisdóttir,Brekkugata 55,OlinaBirgisdottir@jourrapide.com,Coluch,435 1558,5/29/1928,,A-
2547,male,Hjalti,H,Jensson,Hvanneyrarbraut 6,HjaltiJensson@fleckens.hu,Somper,424 4874,12/2/1967,,A-
2548,male,Þormar,S,Reynaldsson,Laugarvegur 77,ormarReynaldsson@superrito.com,Thetting,448 3431,11/11/1991,,A+
2549,male,Óskar,B,Símonarson,Ægissiða 82,OskarSimonarson@cuvox.de,Ruen1942,417 9642,11/30/1942,,O+
2550,male,Engilbert,Ó,Hervinsson,Strandgata 50,EngilbertHervinsson@dayrep.com,Carecter66,485 0196,8/25/1966,,A+
2551,female,Vilmundína,E,Vigfúsdóttir,Súluvegur 98,VilmundinaVigfusdottir@armyspy.com,Theirly,420 7738,6/2/1935,,AB+
2552,female,Brynja,J,Böðvarsdóttir,Vesturgata 35,BrynjaBovarsdottir@gustr.com,Palwas,443 1443,8/3/1940,,A+
2553,male,Danival,B,Bæringsson,Vogaland 33,DanivalBaeringsson@jourrapide.com,Thising56,411 0699,4/4/1956,,A+
2554,female,Alfa,Ú,Halldórsdóttir,Borgarholtsbraut 18,AlfaHalldorsdottir@teleworm.us,Houther,487 0711,8/3/1956,,A+
2555,female,Gabriella,R,Böðvarsdóttir,Guðmundsson 72,GabriellaBovarsdottir@gustr.com,Junashe,486 5276,6/24/1985,,A+
2556,female,Lara,F,Ellertsdóttir,Sigtuni 64,LaraEllertsdottir@armyspy.com,Hichatentir1958,452 5449,4/26/1958,,B+
2557,female,Ásdís,V,Ívarsdóttir,Ólafsbraut 6,AsdisIvarsdottir@rhyta.com,Sily1977,457 0843,1/27/1977,,O+
2558,male,Gils,H,Jörgensen,Sidumula 64,GilsJorgensen@teleworm.us,Reares,458 6661,6/18/1973,,O+
2559,male,Ágúst,L,Sigurgeirsson,Sigtuni 11,AgustSigurgeirsson@dayrep.com,Bely1929,420 1419,5/28/1929,,A+
2560,male,Bragi,T,Þorgrímsson,Austurstraeti 12,Bragiorgrimsson@armyspy.com,Ittries,444 8639,2/1/1937,,O+
2561,female,Maríanna,J,Jensdóttir,Lindargata 43,MariannaJensdottir@teleworm.us,Cized1961,453 9891,4/10/1961,,O+
2562,male,Orri,M,Annýjarson,Borgartuni 80,OrriAnnyjarson@gustr.com,Coma1983,449 3000,7/7/1983,,O+
2563,female,Freydís,Þ,Valberg,Dalbraut 55,FreydisValberg@gustr.com,Crintel,439 2619,5/27/1956,,A+
2564,male,Jónatan,G,Marselíusarson,Kveldúlfsgata 67,JonatanMarseliusarson@rhyta.com,Thatualle,420 8636,5/11/1951,,O+
2565,male,Elvar,B,Smárason,Smiðjustígur 15,ElvarSmarason@einrot.com,Uned1993,450 8331,12/5/1993,,A+
2566,female,Árnína,K,Bryndísardóttir,Golfskálinn 48,ArninaBryndisardottir@dayrep.com,Boodgme,479 6954,12/21/1952,,O+
2567,male,Guðmar,B,Bergsveinsson,Bjarnarbraut 19,GumarBergsveinsson@gustr.com,Forde1941,429 0456,10/20/1941,,B+
2568,male,Halldór,R,Sigfinnsson,Sævar 27,HalldorSigfinnsson@dayrep.com,Almosery86,415 9412,5/5/1986,,O+
2569,female,Hrafnhildur,P,Arnórsdóttir,Drangahrauni 81,HrafnhildurArnorsdottir@superrito.com,Plecithince,480 2024,3/30/1975,,B+
2570,male,Ásgeir,Þ,Þorvarðarson,Skólastígur 45,Asgeirorvararson@teleworm.us,Priter1994,460 7603,4/1/1994,,A+
2571,female,Vaka,E,Grímsdóttir,Sunnubraut 59,VakaGrimsdottir@cuvox.de,Thententon,486 5754,12/19/1980,,O-
2572,female,Lovísa,R,Jóhannesdóttir,Reykjarhóli 7,LovisaJohannesdottir@rhyta.com,Huses1972,446 6959,3/19/1972,,B+
2573,female,Sveinfríður,E,Þórðardóttir,Sundlaugavegur 46,Sveinfriurorardottir@armyspy.com,Marging,437 5041,11/25/1950,,B+
2574,female,Regína,P,Bragadóttir,Höfðabraut 19,ReginaBragadottir@fleckens.hu,Texed1930,470 6703,9/28/1930,,O-
2575,male,Sigurdór,H,Daðason,Brekkustíg 88,SigurdorDaason@dayrep.com,Sullumeent,450 0748,2/7/1952,,AB+
2576,female,Sólrún,H,Gunnlaugsdóttir,Sigtuni 20,SolrunGunnlaugsdottir@fleckens.hu,Flenly,418 6851,2/6/1973,,O-
2577,male,Daníel,P,Kolbeinsson,Ólafsbraut 63,DanielKolbeinsson@jourrapide.com,Prinfeards,445 4559,4/22/1954,,O+
2578,female,Eindís,L,Matthíasdóttir,Geislagata 16,EindisMatthiasdottir@cuvox.de,Suffected,420 7878,2/5/1947,,O+
2579,female,Móeiður,Þ,Óðinsdóttir,Hafnarstraeti 25,MoeiurOinsdottir@einrot.com,Onext1945,484 6030,7/2/1945,,O-
2580,male,Danival,F,Friðjónsson,Armúli 73,DanivalFrijonsson@cuvox.de,Aninme,420 9225,9/5/1954,,O+
2581,female,Sveinhildur,R,Eggertsdóttir,Bjarg Dalbraut 70,SveinhildurEggertsdottir@gustr.com,Musaing,452 3927,4/28/1985,,B+
2582,female,Svanfríður,Á,Sigmundsdóttir,Tungata 4,SvanfriurSigmundsdottir@rhyta.com,Mansispicher,474 7593,5/4/1967,,A+
